county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
6003, Alpine  (CA) ,pacific,rural,very high elderly percentage,None,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,high poverty rate,low african american population,high hispanic population,0.906081,0.720524249,very high covid risk index,very high social vulnerability rank
53001, Adams  (WA) ,pacific,rural,very low elderly percentage,moderate access to doctors,high uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,high poverty rate,very low african american population,very high hispanic population,0.906399,0.713944604,very high covid risk index,very high social vulnerability rank
28009, Benton  (MS) ,southeast,suburban,moderate elderly percentage,None,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.906718,0.665446248,very high covid risk index,very high social vulnerability rank
48457, Tyler  (TX) ,southwest,rural,high elderly percentage,very high access to doctors,very high uninsured rate,very low diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,high hispanic population,0.907036,0.724503874,very high covid risk index,very high social vulnerability rank
21027, Breckinridge  (KY) ,southeast,rural,moderate elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.907354,0.713626234,very high covid risk index,very high social vulnerability rank
28013, Calhoun  (MS) ,southeast,rural,moderate elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.907673,0.773055291,very high covid risk index,very high social vulnerability rank
12013, Calhoun  (FL) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,high african american population,medium hispanic population,0.907991,0.737026425,very high covid risk index,very high social vulnerability rank
5003, Ashley  (AR) ,southeast,rural,high elderly percentage,high access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.908309,0.739042768,very high covid risk index,very high social vulnerability rank
34011, Cumberland  (NJ) ,northeast,small city,very low elderly percentage,moderate access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,None,very high hispanic population,0.908628,0.73336517,very high covid risk index,very high social vulnerability rank
17055, Franklin  (IL) ,midwest,rural,high elderly percentage,high access to doctors,very low uninsured rate,very low diabetes rate,very high cardiovascular disease rate,high poverty rate,low african american population,very low hispanic population,0.908946,0.701475114,very high covid risk index,very high social vulnerability rank
48321, Matagorda  (TX) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,low diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.909265,0.727210018,very high covid risk index,very high social vulnerability rank
13071, Colquitt  (GA) ,southeast,rural,very low elderly percentage,moderate access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very high hispanic population,0.909583,0.72344264,very high covid risk index,very high social vulnerability rank
13161, Jeff Davis  (GA) ,southeast,rural,low elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.909901,0.749071421,very high covid risk index,very high social vulnerability rank
29069, Dunklin  (MO) ,midwest,rural,moderate elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,high hispanic population,0.91022,0.738565213,very high covid risk index,very high social vulnerability rank
1091, Marengo  (AL) ,southeast,rural,moderate elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.910538,0.718083413,very high covid risk index,very high social vulnerability rank
48017, Bailey  (TX) ,southwest,rural,very low elderly percentage,high access to doctors,very high uninsured rate,very low diabetes rate,low cardiovascular disease rate,high poverty rate,low african american population,very high hispanic population,0.910856,0.702164916,very high covid risk index,very high social vulnerability rank
13209, Montgomery  (GA) ,southeast,rural,low elderly percentage,None,very high uninsured rate,low diabetes rate,high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.911175,0.76440624,very high covid risk index,very high social vulnerability rank
37033, Caswell  (NC) ,southeast,rural,high elderly percentage,very high access to doctors,high uninsured rate,very low diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.911493,0.746683646,very high covid risk index,very high social vulnerability rank
21119, Knott  (KY) ,southeast,rural,low elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.911812,0.692136263,very high covid risk index,very high social vulnerability rank
37041, Chowan  (NC) ,southeast,rural,very high elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.91213,0.735859068,very high covid risk index,very high social vulnerability rank
36047, Kings  (NY) ,northeast,urban,very low elderly percentage,low access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.912448,0.709169054,very high covid risk index,very high social vulnerability rank
13087, Decatur  (GA) ,southeast,rural,low elderly percentage,moderate access to doctors,very high uninsured rate,high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.912767,0.759949061,very high covid risk index,very high social vulnerability rank
21207, Russell  (KY) ,southeast,rural,moderate elderly percentage,high access to doctors,low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very high poverty rate,low african american population,medium hispanic population,0.913085,0.726838586,very high covid risk index,very high social vulnerability rank
51049, Cumberland  (VA) ,southeast,rural,high elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,None,very low hispanic population,0.913403,0.722752839,very high covid risk index,very high social vulnerability rank
28097, Montgomery  (MS) ,southeast,rural,high elderly percentage,low access to doctors,high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.913722,0.756871485,very high covid risk index,very high social vulnerability rank
48079, Cochran  (TX) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.91404,0.733471294,very high covid risk index,very high social vulnerability rank
48107, Crosby  (TX) ,southwest,small city,moderate elderly percentage,high access to doctors,very high uninsured rate,very low diabetes rate,moderate cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.914358,0.73495702,very high covid risk index,very high social vulnerability rank
21153, Magoffin  (KY) ,southeast,rural,low elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,very low african american population,very low hispanic population,0.914677,0.709540486,very high covid risk index,very high social vulnerability rank
48207, Haskell  (TX) ,southwest,rural,very high elderly percentage,moderate access to doctors,very high uninsured rate,low diabetes rate,moderate cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.914995,0.752414306,very high covid risk index,very high social vulnerability rank
37159, Rowan  (NC) ,southeast,suburban,low elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,None,high hispanic population,0.915314,0.726838587,very high covid risk index,very high social vulnerability rank
55078, Menominee  (WI) ,midwest,rural,very low elderly percentage,moderate access to doctors,moderate uninsured rate,low diabetes rate,low cardiovascular disease rate,very high poverty rate,very low african american population,medium hispanic population,0.915632,0.75798578,very high covid risk index,very high social vulnerability rank
13063, Clayton  (GA) ,southeast,suburban,very low elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,None,high hispanic population,0.91595,0.656266582,very high covid risk index,very high social vulnerability rank
26127, Oceana  (MI) ,midwest,rural,high elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,low african american population,very high hispanic population,0.916269,0.768704234,very high covid risk index,very high social vulnerability rank
21045, Casey  (KY) ,southeast,rural,high elderly percentage,very high access to doctors,low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,low african american population,low hispanic population,0.916587,0.711928261,very high covid risk index,very high social vulnerability rank
37093, Hoke  (NC) ,southeast,small city,very low elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.916905,0.709752733,very high covid risk index,very high social vulnerability rank
37157, Rockingham  (NC) ,southeast,small city,high elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.917224,0.746365277,very high covid risk index,very high social vulnerability rank
37105, Lee  (NC) ,southeast,rural,low elderly percentage,moderate access to doctors,high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.917542,0.753953094,very high covid risk index,very high social vulnerability rank
36057, Montgomery  (NY) ,northeast,rural,moderate elderly percentage,moderate access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,medium african american population,very high hispanic population,0.917861,0.750769394,very high covid risk index,very high social vulnerability rank
1063, Greene  (AL) ,southeast,rural,high elderly percentage,moderate access to doctors,moderate uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.918179,0.760161308,very high covid risk index,very high social vulnerability rank
13001, Appling  (GA) ,southeast,rural,low elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.918497,0.78170434,very high covid risk index,very high social vulnerability rank
12075, Levy  (FL) ,southeast,rural,very high elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,high hispanic population,0.918816,0.757083731,very high covid risk index,very high social vulnerability rank
29221, Washington  (MO) ,midwest,rural,low elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,medium african american population,very low hispanic population,0.919134,0.7157487,very high covid risk index,very high social vulnerability rank
17025, Clay  (IL) ,midwest,rural,high elderly percentage,very high access to doctors,very low uninsured rate,very low diabetes rate,high cardiovascular disease rate,moderate poverty rate,very low african american population,very low hispanic population,0.919452,0.737928473,very high covid risk index,very high social vulnerability rank
12003, Baker  (FL) ,southeast,suburban,very low elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,None,low hispanic population,0.919771,0.722540592,very high covid risk index,very high social vulnerability rank
48301, Loving  (TX) ,southwest,rural,very high elderly percentage,None,very high uninsured rate,very low diabetes rate,None,very low poverty rate,very low african american population,very high hispanic population,0.920089,0.698397538,very high covid risk index,very high social vulnerability rank
21129, Lee  (KY) ,southeast,rural,moderate elderly percentage,high access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.920408,0.712777247,very high covid risk index,very high social vulnerability rank
6025, Imperial  (CA) ,pacific,small city,very low elderly percentage,very high access to doctors,low uninsured rate,low diabetes rate,low cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.920726,0.703066964,very high covid risk index,very high social vulnerability rank
5035, Crittenden  (AR) ,southeast,suburban,very low elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,low hispanic population,0.921044,0.767165446,very high covid risk index,very high social vulnerability rank
5105, Perry  (AR) ,southeast,small city,moderate elderly percentage,very high access to doctors,low uninsured rate,high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,medium african american population,low hispanic population,0.921363,0.723177332,very high covid risk index,very high social vulnerability rank
51730, Petersburg  (VA) ,southeast,suburban,low elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.921681,0.78329619,very high covid risk index,very high social vulnerability rank
12027, DeSoto  (FL) ,southeast,rural,high elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.921999,0.727740635,very high covid risk index,very high social vulnerability rank
37123, Montgomery  (NC) ,southeast,rural,high elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.922318,0.767218508,very high covid risk index,very high social vulnerability rank
47171, Unicoi  (TN) ,southeast,small city,very high elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,very low african american population,medium hispanic population,0.922636,0.744083625,very high covid risk index,very high social vulnerability rank
53025, Grant  (WA) ,pacific,rural,very low elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,very high hispanic population,0.922954,0.716650748,very high covid risk index,very high social vulnerability rank
48081, Coke  (TX) ,southwest,rural,very high elderly percentage,None,very high uninsured rate,very low diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,low african american population,very high hispanic population,0.923273,0.733099862,very high covid risk index,very high social vulnerability rank
13119, Franklin  (GA) ,southeast,rural,high elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,medium hispanic population,0.923591,0.741165234,very high covid risk index,very high social vulnerability rank
17101, Lawrence  (IL) ,midwest,rural,low elderly percentage,very high access to doctors,very low uninsured rate,very high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,medium hispanic population,0.92391,0.743340762,very high covid risk index,very high social vulnerability rank
28099, Neshoba  (MS) ,southeast,rural,low elderly percentage,low access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.924228,0.778255333,very high covid risk index,very high social vulnerability rank
48445, Terry  (TX) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,very low diabetes rate,high cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.924546,0.751724504,very high covid risk index,very high social vulnerability rank
37193, Wilkes  (NC) ,southeast,rural,high elderly percentage,high access to doctors,very high uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,high hispanic population,0.924865,0.704446567,very high covid risk index,very high social vulnerability rank
37131, Northampton  (NC) ,southeast,rural,very high elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.925183,0.766051152,very high covid risk index,very high social vulnerability rank
5019, Clark  (AR) ,southeast,rural,low elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,low cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.925501,0.736018253,very high covid risk index,very high social vulnerability rank
5117, Prairie  (AR) ,southeast,rural,very high elderly percentage,very high access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,very low hispanic population,0.92582,0.727316141,very high covid risk index,very high social vulnerability rank
12037, Franklin  (FL) ,southeast,rural,high elderly percentage,very high access to doctors,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very high poverty rate,high african american population,medium hispanic population,0.926138,0.716438502,very high covid risk index,very high social vulnerability rank
1111, Randolph  (AL) ,southeast,rural,high elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.926457,0.727210018,very high covid risk index,very high social vulnerability rank
26085, Lake  (MI) ,midwest,rural,very high elderly percentage,very high access to doctors,low uninsured rate,very low diabetes rate,high cardiovascular disease rate,very high poverty rate,high african american population,low hispanic population,0.926775,0.72789982,very high covid risk index,very high social vulnerability rank
35006, Cibola  (NM) ,southwest,rural,low elderly percentage,moderate access to doctors,high uninsured rate,high diabetes rate,very low cardiovascular disease rate,very high poverty rate,low african american population,very high hispanic population,0.927093,0.763238884,very high covid risk index,very high social vulnerability rank
48275, Knox  (TX) ,southwest,rural,moderate elderly percentage,very high access to doctors,very high uninsured rate,very low diabetes rate,low cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.927412,0.718136475,very high covid risk index,very high social vulnerability rank
12029, Dixie  (FL) ,southeast,rural,very high elderly percentage,very high access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,medium hispanic population,0.92773,0.75543882,very high covid risk index,very high social vulnerability rank
21011, Bath  (KY) ,southeast,rural,low elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.928048,0.718667091,very high covid risk index,very high social vulnerability rank
40001, Adair  (OK) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,very low african american population,high hispanic population,0.928367,0.76599809,very high covid risk index,very high social vulnerability rank
37127, Nash  (NC) ,southeast,small city,moderate elderly percentage,low access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,None,high hispanic population,0.928685,0.763663377,very high covid risk index,very high social vulnerability rank
28161, Yalobusha  (MS) ,southeast,rural,moderate elderly percentage,very high access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,very low hispanic population,0.929004,0.750610209,very high covid risk index,very high social vulnerability rank
12093, Okeechobee  (FL) ,southeast,rural,high elderly percentage,moderate access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.929322,0.738512151,very high covid risk index,very high social vulnerability rank
1113, Russell  (AL) ,southeast,small city,very low elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.92964,0.753581662,very high covid risk index,very high social vulnerability rank
28135, Tallahatchie  (MS) ,southeast,rural,very low elderly percentage,very high access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,very high hispanic population,0.929959,0.699883264,very high covid risk index,very high social vulnerability rank
13155, Irwin  (GA) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.930277,0.748859175,very high covid risk index,very high social vulnerability rank
12007, Bradford  (FL) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.930595,0.766263398,very high covid risk index,very high social vulnerability rank
29025, Caldwell  (MO) ,midwest,suburban,high elderly percentage,None,high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,low african american population,low hispanic population,0.930914,0.719197708,very high covid risk index,very high social vulnerability rank
46031, Corson  (SD) ,midwest,rural,very low elderly percentage,None,very high uninsured rate,very high diabetes rate,low cardiovascular disease rate,very high poverty rate,very low african american population,very low hispanic population,0.931232,0.746259153,very high covid risk index,very high social vulnerability rank
21223, Trimble  (KY) ,southeast,suburban,moderate elderly percentage,very high access to doctors,very low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,very low african american population,low hispanic population,0.93155,0.765414412,very high covid risk index,very high social vulnerability rank
21219, Todd  (KY) ,southeast,rural,low elderly percentage,very high access to doctors,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,medium hispanic population,0.931869,0.751618381,very high covid risk index,very high social vulnerability rank
48153, Floyd  (TX) ,southwest,rural,moderate elderly percentage,low access to doctors,very high uninsured rate,low diabetes rate,low cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.932187,0.732303937,very high covid risk index,very high social vulnerability rank
13105, Elbert  (GA) ,southeast,rural,high elderly percentage,moderate access to doctors,very high uninsured rate,very low diabetes rate,high cardiovascular disease rate,high poverty rate,None,medium hispanic population,0.932506,0.78297782,very high covid risk index,very high social vulnerability rank
51690, Martinsville  (VA) ,southeast,rural,high elderly percentage,very high access to doctors,moderate uninsured rate,high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.932824,0.745887721,very high covid risk index,very high social vulnerability rank
51029, Buckingham  (VA) ,southeast,small city,moderate elderly percentage,very high access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.933142,0.740316248,very high covid risk index,very high social vulnerability rank
1035, Conecuh  (AL) ,southeast,rural,very high elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.933461,0.715005837,very high covid risk index,very high social vulnerability rank
13271, Telfair  (GA) ,southeast,rural,low elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.933779,0.729650854,very high covid risk index,very high social vulnerability rank
47061, Grundy  (TN) ,southeast,rural,high elderly percentage,None,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.934097,0.724503874,very high covid risk index,very high social vulnerability rank
12123, Taylor  (FL) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.934416,0.731136581,very high covid risk index,very high social vulnerability rank
13317, Wilkes  (GA) ,southeast,rural,very high elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.934734,0.761275603,very high covid risk index,very high social vulnerability rank
13069, Coffee  (GA) ,southeast,rural,very low elderly percentage,moderate access to doctors,very high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.935053,0.758251088,very high covid risk index,very high social vulnerability rank
48463, Uvalde  (TX) ,southwest,rural,low elderly percentage,moderate access to doctors,very high uninsured rate,very high diabetes rate,low cardiovascular disease rate,very high poverty rate,very low african american population,very high hispanic population,0.935371,0.750185716,very high covid risk index,very high social vulnerability rank
5107, Phillips  (AR) ,southeast,rural,moderate elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.935689,0.737291733,very high covid risk index,very high social vulnerability rank
51183, Sussex  (VA) ,southeast,suburban,low elderly percentage,very high access to doctors,high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.936008,0.799904489,very high covid risk index,very high social vulnerability rank
51037, Charlotte  (VA) ,southeast,rural,high elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,None,low hispanic population,0.936326,0.753475539,very high covid risk index,very high social vulnerability rank
13315, Wilcox  (GA) ,southeast,rural,low elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.936644,0.734108034,very high covid risk index,very high social vulnerability rank
13189, McDuffie  (GA) ,southeast,small city,low elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.936963,0.776928791,very high covid risk index,very high social vulnerability rank
21189, Owsley  (KY) ,southeast,rural,moderate elderly percentage,None,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,medium african american population,very low hispanic population,0.937281,0.715960947,very high covid risk index,very high social vulnerability rank
37171, Surry  (NC) ,southeast,rural,high elderly percentage,moderate access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,high hispanic population,0.937599,0.728695745,very high covid risk index,very high social vulnerability rank
13199, Meriwether  (GA) ,southeast,suburban,high elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.937918,0.755173512,very high covid risk index,very high social vulnerability rank
21041, Carroll  (KY) ,southeast,rural,low elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,high hispanic population,0.938236,0.775549188,very high covid risk index,very high social vulnerability rank
21159, Martin  (KY) ,southeast,rural,low elderly percentage,high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very low hispanic population,0.938555,0.687679083,very high covid risk index,very high social vulnerability rank
28051, Holmes  (MS) ,southeast,rural,very low elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.938873,0.741483604,very high covid risk index,very high social vulnerability rank
13081, Crisp  (GA) ,southeast,rural,moderate elderly percentage,very low access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.939191,0.780908416,very high covid risk index,very high social vulnerability rank
48417, Shackelford  (TX) ,southwest,rural,moderate elderly percentage,high access to doctors,very high uninsured rate,very low diabetes rate,very high cardiovascular disease rate,moderate poverty rate,very low african american population,high hispanic population,0.93951,0.76727157,very high covid risk index,very high social vulnerability rank
37173, Swain  (NC) ,southeast,rural,high elderly percentage,very low access to doctors,very high uninsured rate,high diabetes rate,very high cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.939828,0.784463547,very high covid risk index,very high social vulnerability rank
1085, lowndes  (AL) ,southeast,small city,moderate elderly percentage,very high access to doctors,moderate uninsured rate,high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.940146,0.748328558,very high covid risk index,very high social vulnerability rank
28007, Attala  (MS) ,southeast,rural,moderate elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,very low cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.940465,0.761169479,very high covid risk index,very high social vulnerability rank
1129, Washington  (AL) ,southeast,rural,moderate elderly percentage,very high access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,very low hispanic population,0.940783,0.716173193,very high covid risk index,very high social vulnerability rank
48239, Jackson  (TX) ,southwest,rural,low elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.941102,0.732516184,very high covid risk index,very high social vulnerability rank
21197, Powell  (KY) ,southeast,rural,low elderly percentage,very high access to doctors,very low uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,very low african american population,very low hispanic population,0.94142,0.735806007,very high covid risk index,very high social vulnerability rank
21105, Hickman  (KY) ,southeast,rural,very high elderly percentage,very high access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,very low hispanic population,0.941738,0.752467367,very high covid risk index,very high social vulnerability rank
45033, Dillon  (SC) ,southeast,rural,low elderly percentage,moderate access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.942057,0.794757508,very high covid risk index,very high social vulnerability rank
22107, Tensas  (LA) ,southeast,rural,very high elderly percentage,None,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.942375,0.724556935,very high covid risk index,very high social vulnerability rank
51135, Nottoway  (VA) ,southeast,rural,moderate elderly percentage,low access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.942693,0.802663695,very high covid risk index,very high social vulnerability rank
37191, Wayne  (NC) ,southeast,small city,low elderly percentage,moderate access to doctors,high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,high hispanic population,0.943012,0.772153242,very high covid risk index,very high social vulnerability rank
12063, Jackson  (FL) ,southeast,rural,moderate elderly percentage,high access to doctors,high uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.94333,0.780006368,very high covid risk index,very high social vulnerability rank
51595, Emporia  (VA) ,southeast,rural,low elderly percentage,None,moderate uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.943649,0.79321872,very high covid risk index,very high social vulnerability rank
